,Cluster ID,Pre_Grasp_Initial_Utensil_Transform_Translation_X,Pre_Grasp_Initial_Utensil_Transform_Translation_Y,Pre_Grasp_Initial_Utensil_Transform_Translation_Z,Pre_Grasp_Initial_Utensil_Transform_Rotation_X,Pre_Grasp_Initial_Utensil_Transform_Rotation_Y,Pre_Grasp_Initial_Utensil_Transform_Rotation_Z,Pre_Grasp_Force_Threshold,Grasp_In_Food_Twist_Linear_X,Grasp_In_Food_Twist_Linear_Y,Grasp_In_Food_Twist_Linear_Z,Grasp_In_Food_Twist_Angular_X,Grasp_In_Food_Twist_Angular_Y,Grasp_In_Food_Twist_Angular_Z,Grasp_Force_Threshold,Grasp_Torque_Threshold,Grasp_Duration,Extraction_Out_Of_Food_Twist_Linear_X,Extraction_Out_Of_Food_Twist_Linear_Y,Extraction_Out_Of_Food_Twist_Linear_Z,Extraction_Out_Of_Food_Twist_Angular_X,Extraction_Out_Of_Food_Twist_Angular_Y,Extraction_Out_Of_Food_Twist_Angular_Z,Extraction_Duration
0,0.0,0.0473675761392051,0.0621456676297661,0.0971244872267974,2.803353173597148,-0.6184566253513383,0.2703061197293455,2.0181984644444464,0.0073753092858614006,0.0041578541569266,-0.018326988223613,0.01194331601825789,0.1597240196543888,-0.03541917170453261,30.922998802908683,0.0055181876509462,1.8299505710601809,0.0169685108694599,-0.0252934210267791,0.1775952019839879,-1.4817376904583732,-1.0331735009906369,0.5955795989364792,0.2799816131591796
1,1.0,-0.0270112244901846,0.0187378178205639,0.087906629949638,2.8642044805421363,0.28710185824885626,-1.161192763401376,2.0707863054925775,-0.001381246709151799,-0.0197499396109581,-0.0287871000469016,0.08322288957986688,0.0917362300772333,0.083489088871415,35.37933149156694,0.0076060857740067,1.2298948764801023,-0.0015740456003782016,-0.0283020475349969,0.1945183228279713,-1.588934393701266,-0.3155210078968021,0.5648036815632675,0.3100457191467285
2,2.0,-0.0241435153765941,0.0627733440576126,0.0903450191700069,2.933555852225428,-0.066879796878052,-0.6043233542580205,1.4116754060464898,0.0040550042004249,-0.0020559624846429006,-0.011195265557638,-0.0456289484559089,0.101546125642577,0.1079535895268204,18.19022033753057,0.0053723528711235,2.1900441646575928,0.0293917652823254,0.0172552146769707,0.2330012648428851,-1.452081643644808,0.1509430804247367,0.407778745798393,0.16992926597595212
3,3.0,0.0121543255088653,0.0487665879238991,0.069809034191878,2.9087563801142764,-0.2215589235212316,0.07260210974047321,1.968064080924302,0.0171551958859477,-0.0091361979047752,-0.0270055140584511,0.0384959233206424,0.2600723544763895,0.049637002013143305,20.62848528948011,0.003248390544637,1.0700218677520752,-0.0554067811890466,0.0075518517275779,0.2068274076761414,-2.297061273686885,0.145287009042688,-0.0072780300623001,0.2899940013885498
4,4.0,0.0040016330177561,0.063123806807461,0.0967004112094278,2.7050608934259355,-0.2795400115176272,0.1026267478960845,2.10095818677885,0.0130403247847221,-0.010493497625805297,-0.0392675593650048,-0.1089110534095165,0.4170213172385572,0.3991582112365315,19.614996239832184,0.005195514731693,0.8100607395172118,-0.0027939810384940006,-0.0009295186946550998,0.2436915569289974,-1.4885864653567276,0.1078979295656533,0.20254261991547,0.2499504089355468
5,5.0,-0.0933095041383841,0.0473945431091226,0.0746568550548279,2.6124862840311973,0.677437258250164,-0.9383075139792276,1.8661167056580217,0.0496440750528585,-0.0035888135826513006,-0.0194992453289548,-0.2958625765553325,0.2775733785531913,0.49601167328171686,4.711684426093214,0.0049858204893404,0.7699754238128662,0.0077459214270126,0.003456625656946,0.1386343538128071,-0.5364469235998786,0.09561655793580337,-0.10952672264996677,0.3900365829467773
6,6.0,0.0019798685197719,0.0958188564274276,0.0925014648531761,2.277415354425253,-0.0399538863269168,0.011466188178162195,1.9004661079343956,0.0682501297062561,0.0178139108183272,-0.0163527422818817,-0.23082424800595747,0.2579989355703508,0.24406811529524147,2.0178250975348675,0.0022078842912150003,1.0399050712585447,-0.0131646517284723,-0.0072618969073314,0.0718125880080929,-0.18746178568047966,0.07889404606065797,-0.049268574466059034,0.7900252342224121
7,7.0,-0.0426104139482241,0.0838116945170295,0.0685999659865944,3.0229704089151297,0.11882248121169539,0.13691533001235684,1.4532427864459323,0.0099656975878891,0.0011395111461248,-0.0174583281772771,0.07434275280012968,0.0184761818997783,0.0649837385864646,9.46219200015453,0.0030741037276265995,1.3999335765838623,-0.013953013773368602,0.0165724305325279,0.1128924049966254,-0.5009342883800236,0.6537975309464084,0.04044834959123672,0.5200517177581787
8,8.0,-0.00295922803446,0.0458429936844249,0.0700856193569378,2.5511098889275283,-0.1332925831916029,-0.2630918925071128,2.112894732864324,0.008607379125062,-0.0081543460520809,-0.024000552877998,0.29287799816081816,0.232524116108921,-0.1849395996388994,30.988353825690652,0.0037836084632880997,0.9200201034545898,0.0591053175681444,0.0343085544346055,0.1643984657323547,-2.2115749311569037,-1.102065933623468,0.0920079524803532,0.3600335121154785
9,9.0,0.0230292569817,0.030483687264061,0.0975389042712035,2.45519843406272,-0.2488908519372271,0.8624235495975415,1.5621618481887347,0.0057344227631419,0.006267786758452401,-0.0037827411146525002,-0.0302971540208814,0.1039099102960663,0.2405093686672961,3.96766275014598,0.0026312111661742,4.81995701789856,0.005343244618375501,-0.0283103912653186,0.0879480772317969,0.005954186079548229,0.531200759367285,-0.01743297025928725,0.669980764389038
10,10.0,0.0471318926783795,0.019057697310042997,0.0942015491595789,2.6012481855264413,-0.5157640479765329,-2.02268282451453,1.9269744625535483,-0.00014181063490460027,0.00037821465050539974,-0.0256864979439318,-0.027017438919570605,-0.024712846172365688,0.01858815729928251,32.62159643755134,0.024801991921745196,1.5199480056762695,-0.017845101507816995,0.075243209473396,0.2924361664300801,1.1067448960426822,-1.1815986797903215,1.3197017908983282,0.2000820636749267
